;texto;polarity;subjectivity;location;Latitude;Longitude
116;@mariajustmary Sim, o Haddad inclusive incorporou planos de governo d Boulos e do Ciro, era momento de união ali e… https://t.co/tSTHjpz3A8;0.0;0.0;Brasília, Brasil;-15.778429999999958;-47.92864999999995
117;Bom dia só p quem vai voltar em Haddad;0.35;0.30000000000000004;Recife - PE;-8.055309999999963;-34.87198999999998
118;votei, vem haddad;0.0;0.0;RJ;-22.192797435999978;-42.66989087099995
119;mano se o Haddad vencer eu nem sei o que eu faço;0.8;0.4;paradise;36.09990000000005;-115.11501999999996
120;Gostei de um vídeo @YouTube https://t.co/g08ltMKWCe da Havan dá lição de moral para Haddad e explica por que trabalha de;0.3;0.525;brasil;-10.769946428999958;-53.073466888999974
121;Se o Haddad ganhar eu do 13 bjs nessa boca...;0.0;0.0;São João de Meriti, Brasil;-22.80165999999997;-43.365099999999984
122;Acabei de votar no 17 @jairbolsonaro estou esperando a vitória do nosso futuro presidente. @Haddad_Fernando você po… https://t.co/kcKRCvfsUJ;0.0;0.125;Rio de janeiro;-22.91215999999997;-43.17500999999993
123;já dei meu voto pro haddad ❤️;0.0;0.0;sc;-4.678652263999936;55.46726211600003
124;Deixa eu ir ali dar meu voto para o Haddad.;0.0;0.0;Minas Gerais, Brasil;-18.44684111099997;-44.66243752799994
125;Eu consegui fazer um evangélico (meu PAI, que iria votar nulo) enxergar que a única opção é Haddad.;0.0;1.0;Pernambuco, Brasil;-8.322998767999934;-37.99640931499994
126;@MaluMelo111 Já votou no Haddad?!;0.0;0.0;Brasília, Brasil;-15.778429999999958;-47.92864999999995
127;Fui tomar café na minha mãe bem afrontosa, com vários adesivos do Haddad e Manuela no casaco q usei ontem;0.1;0.15;Porto Alegre - RS;-30.033919999999966;-51.22798999999998
128;É #FAKE que Haddad é acusado de estuprar menina de 11 anos https://t.co/V5wzAqzmgU;-0.2;0.6;Rio de Janeiro - Brasil;-22.91215999999997;-43.17500999999993
129;Pensei pensei pensei, o lance era o Brasil todo votar nulo, 00 , não tem essa de partido, não tem essa de Haddad ou… https://t.co/pQlE3vJAnQ;0.0;0.5;Surfando em: Tranquilidade;-23.468109999999967;-46.55386999999996
130;"Achei um adesivo de Haddad no meio do caminho
Os bolsominio deve ter bugado me vendo de blusa verde e amarela com adesivo do Haddad";-0.1;0.15;Campina Grande, Brasil;-7.224049999999977;-35.89098999999993
131;"Hoje é dia de democracia. Dia de irmos às ruas para escolher o futuro do Brasil. &gt; ""Maior que a tristeza de não hav… https://t.co/JMZEI2ffSn";0.25;0.3125;Brasil;-10.769946428999958;-53.073466888999974
132;ja votaram no Haddad hoje??;0.0;0.0;São Paulo, Brasil;-23.562869999999975;-46.654679999999985
133;indo votar no haddad https://t.co/8NdtGFR5v8;0.0;0.0;URSAL;38.93893000000003;-9.383759999999938
134;@GeorgMarques @jairbolsonaro Então se haddad ganhar, tu vai roubar também?, Então quer dizer que a bandidagem só existe por causa do PT?;0.1625;0.6958333333333333;Brasília, Brasil;-15.778429999999958;-47.92864999999995
135;Um eleitor do inominável assassinou o jovem Charlione Lessa Albuquerque, servente de pedreiro, que estava na carrea… https://t.co/Sj3GvUd7fZ;-0.2;0.65;Brasil;-10.769946428999958;-53.073466888999974
136;@lpizanor @RevistaSemana Que gane Haddad.;0.8;0.4;Santa Marta, Colombia;11.226560000000063;-74.19873999999999
137;Pior prefeito!!!! https://t.co/6dtJwJ2Hsf;-1.0;1.0;Nova Brasilândia D'Oeste - RO;-11.725829999999974;-62.31868999999995
138;"vote em Haddad 13 vote em Haddad 13 vote em Haddad 13
#ViraVirouHaddad13";0.0;0.0;Santa Catarina, Brasil;-27.24632003199997;-50.48682375299995
139;@arrowbatwd jdbdj to brincando HADDAD VAI GANHAR SIM FE POVO FE;0.8;0.4;beatriz • miguel • levi;6.376220000000046;0.7853700000000572
140;"Normal, já vi video de um eleitor do haddad com faca na mão atacando os outros, ja vi os ""arrependidos"" eleitores d… https://t.co/gziGCpNrR0";-0.175;0.825;Itapaje, Ceara, Brasil;-3.683029999999974;-39.58595999999994
141;Apertei o 13 tão forte namoral kkkkkk, sei até um sorriso p Haddad;0.36666666666666664;0.41666666666666663;Espírito Santo, Brasil;-19.574567232999982;-40.67121085799994
142;"Quem vai votar no Haddad um beijão 
Bolsominions o que tenho haver ?";0.0;0.0;Centro, Rio de Janeiro;-21.13689999999997;-41.67748999999998
143;Votou no Haddad, né? Hahahahaddad — simmmmm https://t.co/pCZoWe36o5;0.2857142857142857;0.5357142857142857;Brasília, Brasil;-15.778429999999958;-47.92864999999995
144;@Haddad_Fernando Vai virar é Réu seu otario! #B17;0.75;1.0;Mato Grosso do Sul, Brasil;-20.31664447199995;-54.85840442699998
145;bora fazer um acordo??? se o haddad ganhar todo mundo do site que gosta de alguém, vai se declarar, TOPAM?? TUDO PELA DEMOCRACIA!;1.0;0.4;demi•aurora;;
146;@TiqueBolada Pelo menos eu fiz minha irmã votar no Haddad, já é uma vitoria pra mim;-0.3;0.4;em uma casca de noz;19.652471551955426;-99.28899378703953
147;kkkkkk haddad haddad https://t.co/Am6jdtcSa1;0.0;0.0;bh/udi;-19.93645999610484;-43.92640993060765
148;To me sentindo naqueles seriados americanos de gangue onde o pessoal se encontra e tem aquele efeito de câmera lent… https://t.co/MJeD9KdSzv;-0.15000000000000002;0.19999999999999998;Itu, Brasil;-23.279459999999972;-47.30855999999994
149;Balotaje en Brasil: Bolsonaro espera tranquilo, mientras que Haddad aspira a un batacazo https://t.co/wUFJy6ydk6 https://t.co/F0D2T8QtwW;0.30000000000000004;0.75;#PERÚ / EUROPA / #ASIA / LatAm;-12.76550999999995;-76.61170999999996
150;"só pra lembrar, quando vocês forem votar o número é 
13
1 3
TREZE 
T R E Z E 
HADDAD NO PODER 
#Haddad13";0.0;0.0;Canoinhas, Brasil;-26.177269999999965;-50.39128999999997
151;@launcastro @anntrizb Você foi visitado pelo Haddad da sorte. Seus próximos 4 anos serão de progresso e realizações .;0.0;0.0;Santos - SP;-23.961439999999982;-46.32806999999997
152;Morning guys! Haddad 13! Stay strong Brazil💪;0.4333333333333333;0.7333333333333333;Dublin City, Ireland;53.333060000000046;-6.24888999999996
153;Rodrigo informa que Haddad vota às 10h e vê “clima de virada” https://t.co/XfjpxFEP5F https://t.co/UeL90UDfNS;0.0;0.0;João Pessoa Brasil;-7.115259999999978;-34.86107999999996
154;Então bora de Haddad hoje !;0.0;0.0;Santo André, Brasil;-23.65636999999998;-46.53173999999996
155;se o haddad ganhar todo mundo tem que sair pro rolezao na hora;0.8;0.4;São Paulo, Brasil;-23.562869999999975;-46.654679999999985
156;Economistas, incluindo vencedor de Nobel, assinam manifesto pró-Haddad https://t.co/4x3g2aNjl0;0.0;0.0;Recife, Brasil;-8.055309999999963;-34.87198999999998
157;O Brasil não aguenta outro presidente fraco, diz Ciro sobre Haddad https://t.co/MuSMh9WWKH;-0.375;0.625;São Miguel - São Paulo - SP;-23.511289999999974;-46.437209999999936
158;Bicho Haddad tá muito lindo na foto da urna eletrônica;1.0;1.0;Espírito Santo, Brasil;-19.574567232999982;-40.67121085799994
159;se o haddad ganhar eu vou beber todas e dar pt até ficar ao ponto de dormir na praça;0.8;0.4;São Paulo, Brasil;-23.562869999999975;-46.654679999999985
