;texto;polarity;subjectivity;location;Latitude;Longitude
1902;Brazil election 2018: far-right candidate Jair Bolsonaro to become next president – live https://t.co/5ftvh6gNVN;0.06818181818181818;0.25;Georgia, USA;32.648324554000055;-83.44453440099994
1903;"bolsonaro: liberdade de fazer escolhas e ser respeitado por isso.

ponto.";0.0;0.0;Porto Alegre, Brasil;-30.033919999999966;-51.22798999999998
1904;"#HaddadPresidente13
Bolsonaro falando de liberdade vai se fuder seu filha da putaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa";-0.4;0.6;São Paulo, Brasil;-23.562869999999975;-46.654679999999985
1905;"@mauriciomacri #EleNão #NoPasaran!
#BrasilDecide #Bolsonaro https://t.co/vGp1DnjzWy";0.0;0.0;Ciudad Autónoma de Buenos Aire;-34.613129999999956;-58.382409999999936
1906;Bueno hentee gano bolsonaro, yo diria que vayamos evacuando america del sur completa;0.5;0.4;Buenos Aires, Argentina;-34.60848999999996;-58.37343999999996
1907;Los medios y periodistas nacionales seguirán refiriéndose a Bolsonaro como el ultra derechista? Si es como dicen, e… https://t.co/mhAdP87nSb;-0.2;0.4;Chile;-29.999999999999943;-70.99999999999994
1908;Sempre foi preconceituoso com o nordeste e agora que o nordeste foi todo contra a Bolsonaro, diz que o ama? Hipocrisia..;0.0;0.0;Segue reto nessa rua.;51.14906000000008;12.018310000000042
1909;Emocionante o discurso do Bolsonaro agora;0.3;0.8;Corrientes, Argentina;-27.471779999999967;-58.840169999999944
1910;The new Brazil president  ( Far right party ) , it looks like brazilians got sick from the left party bullshit 😂… https://t.co/3uM3XnChpZ;-0.03844155844155846;0.5694805194805195;Black Earth, WI;43.160540000000026;-89.74061999999998
1911;Macri se va a escudar en la sanguinolencia de Bolsonaro en contraste de lo q planea aplicar(nos) en términos económ… https://t.co/kKLRc0cq3O;-0.3333333333333334;0.6;Arganiftan.;33.831137065000064;66.02471179700007
1912;aí o outro contato não é Bolsonaro https://t.co/NUO5rJMFPD;-0.125;0.375;Minas Gerais, Brasil;-18.44684111099997;-44.66243752799994
1913;"Bolsonaro disse que respeita todas as cores e orientações 

É VERDADE ESTE BILHETE";0.35;0.65;fan acoount;13.797380000000032;100.73168000000004
1914;"Felicidad zapping: en TVN @tv_mauricio (Bustamante) desencajado, en @CNNChile están al borde del llanto.
¿Saldrá 'Q… https://t.co/fWmCgJa0UJ";0.24999999999999997;0.4;Chile;-29.999999999999943;-70.99999999999994
1915;Agora o bolsonaro vai querer aparecer na tv pra falar pq no debate ele não podia né ,engraçado;0.053571428571428575;0.7678571428571428;Florianópolis, Brasil;-27.59758999999997;-48.54798999999997
1916;Magno Malta, Janaína Paschoal, Malafaia e Bolsonaro são os 4 cavaleiros do apocalipse;0.0;0.0;Natal, Brasil;-5.795439999999928;-35.211509999999976
1917;Far-right candidate wins Brazil’s presidential election. The world is in deep, deep trouble.  It’s do or die. We ha… https://t.co/BRrE54Pm7N;0.024999999999999994;0.3;Dallas, TX;32.77815000000004;-96.79539999999997
1918;Vamos torcer, pq comemorar não dá nem pro Bolso muito menos daria pro Andrade. Torcer para uma oposição saudável da… https://t.co/U9OfXw5hWB;0.5;0.5;Guarulhos, Brasil;-23.443529999999953;-46.50767999999994
1919;Vamos esperar que as promessas sombrias de Bolsonaro não se cumpram e que sangue inocente não seja derramado. Serão… https://t.co/JC5L1ZJanv;0.18333333333333335;0.41666666666666663;Curitiba;-25.439979999999935;-49.276539999999954
1920;"Bolsonaro: ""Liberdade de ir e vir. Liberdade religiosa. Liberdade de opinião..."" liberdade pra quem, meu filho?????";0.0;0.25;Natal, Brasil;-5.795439999999928;-35.211509999999976
1921;manoKKKKKKK pra não apoiar o Bolsonaro n precisa ser petista, só ter bom senso mesmo;-0.3;0.5; 🏳️‍🌈 ;;
